,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
0,1,Precious Achiuwa,C,23,TOR,12,0,20.4,3.0,7.7,.391,0.4,2.3,.179,2.6,5.3,.484,.418,2.3,2.8,.848,2.0,5.0,7.0,1.3,0.2,0.6,1.3,1.6,8.8,2023
1,2,Steven Adams,C,29,MEM,32,32,26.5,3.6,6.0,.594,0.0,0.0,.000,3.6,6.0,.597,.594,0.9,2.7,.326,4.9,6.0,10.8,2.2,0.8,1.2,1.8,2.3,8.0,2023
2,3,Bam Adebayo,C,25,MIA,33,33,35.2,8.3,15.5,.536,0.0,0.3,.100,8.3,15.2,.545,.537,4.5,5.5,.829,2.7,7.1,9.8,3.3,1.0,0.7,3.0,3.2,21.2,2023
3,4,Ochai Agbaji,SG,22,UTA,16,0,7.9,1.1,2.6,.405,0.3,1.3,.238,0.8,1.3,.571,.464,0.3,0.6,.444,0.4,0.7,1.1,0.2,0.1,0.0,0.0,0.8,2.7,2023
4,5,Santi Aldama,PF,22,MEM,33,16,23.3,3.4,7.2,.475,1.3,3.5,.379,2.1,3.6,.567,.568,1.5,2.0,.716,1.2,4.0,5.2,1.3,0.7,0.9,0.6,2.3,9.6,2023
5,6,Nickeil Alexander-Walker,SG,24,UTA,26,2,15.5,2.5,5.1,.489,1.1,2.7,.420,1.4,2.5,.563,.598,0.7,1.0,.731,0.3,1.3,1.6,2.3,0.7,0.4,1.3,1.7,6.8,2023
6,7,Grayson Allen,SG,27,MIL,32,30,27.4,3.3,7.5,.440,1.8,4.5,.386,1.6,3.0,.521,.556,1.8,2.0,.921,1.0,2.6,3.6,2.4,0.7,0.2,1.1,1.4,10.2,2023
7,8,Jarrett Allen,C,24,CLE,30,30,33.5,5.5,8.9,.616,0.0,0.1,.000,5.5,8.8,.625,.616,2.8,3.8,.722,3.0,7.2,10.2,1.5,0.8,1.2,1.5,2.2,13.8,2023
8,9,Jose Alvarado,PG,24,NOP,35,7,20.7,3.3,7.8,.419,1.4,4.1,.336,1.9,3.7,.512,.507,1.1,1.5,.745,0.5,1.9,2.3,2.9,1.3,0.1,1.4,2.1,9.0,2023
9,10,Kyle Anderson,PF,29,MIN,27,12,24.6,2.6,5.6,.470,0.4,1.2,.375,2.2,4.4,.496,.510,1.7,2.2,.797,0.6,3.6,4.2,3.4,1.1,0.7,1.4,2.0,7.4,2023
10,11,Giannis Antetokounmpo,PF,28,MIL,30,30,33.7,11.5,21.5,.533,0.8,3.0,.253,10.7,18.5,.578,.550,8.4,13.0,.645,2.3,9.6,11.8,5.2,0.9,0.9,3.8,3.6,32.1,2023
11,12,Thanasis Antetokounmpo,SF,30,MIL,16,0,4.3,0.2,0.4,.500,0.0,0.1,.000,0.2,0.3,.600,.500,0.1,0.1,.500,0.3,0.6,0.9,0.2,0.1,0.2,0.3,0.3,0.4,2023
12,13,Cole Anthony,PG,22,ORL,19,3,26.3,4.5,10.3,.439,1.3,3.8,.347,3.2,6.5,.492,.503,2.5,2.8,.906,0.5,4.1,4.5,4.4,0.8,0.4,1.7,3.3,12.9,2023
13,14,OG Anunoby,SF,25,TOR,32,32,36.7,6.9,14.5,.476,1.8,5.0,.358,5.1,9.5,.538,.538,3.1,3.7,.838,1.4,4.4,5.8,2.2,2.2,0.8,2.5,3.0,18.7,2023
14,15,Ryan Arcidiacono,PG,28,NYK,9,0,2.7,0.1,0.6,.200,0.1,0.3,.333,0.0,0.2,.000,.300,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.2,0.3,2023
15,16,Deni Avdija,SF,22,WAS,35,29,26.0,3.0,6.9,.428,0.9,3.1,.308,2.0,3.9,.522,.496,1.3,1.7,.797,0.9,4.7,5.5,2.7,0.8,0.7,1.5,3.1,8.2,2023
16,17,Deandre Ayton,C,24,PHO,33,33,29.1,7.7,12.6,.609,0.2,0.5,.389,7.5,12.1,.619,.618,2.1,2.8,.731,3.0,6.6,9.6,1.9,0.5,0.8,2.1,2.9,17.7,2023
17,18,Udoka Azubuike,C,23,UTA,15,0,4.2,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.1,0.4,.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7,2023
18,19,Marvin Bagley III,PF,23,DET,24,13,21.8,4.5,8.3,.540,0.4,1.4,.273,4.1,6.9,.594,.563,1.6,2.1,.760,2.1,4.0,6.1,0.6,0.5,0.8,0.9,2.0,10.9,2023
19,20,Patrick Baldwin Jr.,SF,20,GSW,10,0,8.0,1.7,3.7,.459,1.3,2.9,.448,0.4,0.8,.500,.635,0.1,0.2,.500,0.0,1.4,1.4,0.2,0.4,0.0,0.3,0.1,4.8,2023
20,21,LaMelo Ball,PG,21,CHO,13,13,34.3,8.5,20.2,.424,4.2,11.3,.374,4.3,8.8,.487,.529,2.4,2.8,.838,1.1,4.8,5.9,7.9,1.2,0.3,3.2,3.6,23.7,2023
21,22,Mo Bamba,C,24,ORL,30,5,18.9,3.0,5.9,.503,1.1,2.9,.379,1.9,3.0,.622,.596,1.0,1.5,.689,1.3,4.1,5.3,1.1,0.3,1.1,0.7,2.3,8.1,2023
22,23,Paolo Banchero,PF,20,ORL,30,30,34.1,6.9,15.8,.435,1.2,3.9,.308,5.7,11.9,.476,.473,6.0,7.9,.755,1.1,5.5,6.7,3.9,0.9,0.6,3.0,2.4,20.9,2023
23,24,Desmond Bane,SG,24,MEM,17,17,31.5,7.2,16.6,.431,3.1,7.9,.388,4.1,8.8,.470,.523,4.4,4.7,.925,0.5,4.1,4.6,3.7,0.6,0.3,2.0,2.7,21.8,2023
24,25,Dalano Banton,PG,23,TOR,22,2,10.1,2.0,4.7,.423,0.6,2.0,.302,1.4,2.8,.508,.486,0.6,0.8,.824,0.4,1.0,1.5,1.2,0.5,0.5,0.6,1.1,5.2,2023
25,26,Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,.429,0.0,0.8,.000,0.8,1.0,.750,.429,1.0,1.0,1.000,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5,2023
26,27,Harrison Barnes,PF,30,SAC,34,34,31.5,4.2,9.0,.466,1.1,3.8,.300,3.1,5.2,.588,.529,4.0,5.0,.805,1.0,4.3,5.3,1.8,0.9,0.1,1.2,1.4,13.6,2023
27,28,Scottie Barnes,PF,21,TOR,33,32,33.9,5.9,13.2,.445,1.0,3.3,.296,4.9,9.9,.494,.482,1.8,2.3,.766,2.1,4.8,6.9,4.6,1.0,0.7,2.2,1.8,14.5,2023
28,29,RJ Barrett,SG,22,NYK,35,35,34.1,6.9,16.1,.427,1.8,5.3,.332,5.1,10.8,.474,.481,4.2,5.5,.762,0.9,4.6,5.5,3.0,0.5,0.2,2.4,2.4,19.7,2023
29,30,Will Barton,SG,32,WAS,32,0,21.7,2.9,7.8,.371,1.4,3.7,.370,1.5,4.0,.372,.460,0.9,1.1,.800,0.2,2.7,2.9,2.7,0.5,0.3,1.2,1.1,8.0,2023
30,31,Charles Bassey,C,22,SAS,23,1,13.6,2.0,3.0,.671,0.1,0.3,.333,2.0,2.8,.703,.686,0.7,1.0,.667,1.9,3.3,5.2,1.2,0.3,1.0,1.1,2.1,4.9,2023
31,32,Keita Bates-Diop,SF,27,SAS,28,10,17.8,2.9,5.6,.522,0.5,1.3,.351,2.5,4.3,.575,.564,1.2,1.5,.810,1.2,1.7,2.9,0.8,0.6,0.1,0.8,0.8,7.5,2023
32,33,Nicolas Batum,PF,34,LAC,37,5,21.1,2.1,4.8,.444,1.6,3.8,.418,0.5,1.0,.541,.610,0.4,0.7,.615,0.9,3.5,4.4,1.4,0.6,0.8,0.7,2.0,6.3,2023
33,34,Darius Bazley,PF,22,OKC,24,1,16.5,2.1,4.8,.440,0.5,1.4,.382,1.6,3.4,.463,.496,0.9,1.8,.488,0.9,2.8,3.6,0.9,0.5,1.1,0.7,1.2,5.7,2023
34,35,Bradley Beal,SG,29,WAS,23,23,34.5,8.9,16.8,.527,1.6,4.6,.343,7.3,12.3,.596,.574,4.2,4.9,.858,0.9,2.7,3.6,5.2,1.0,0.6,2.8,1.9,23.5,2023
35,36,Malik Beasley,SG,26,UTA,39,5,26.8,5.1,12.5,.411,3.2,8.5,.375,1.9,3.9,.487,.539,0.7,0.8,.818,0.5,3.1,3.7,1.5,0.8,0.2,1.0,1.3,14.2,2023
36,37,MarJon Beauchamp,SF,22,MIL,24,8,14.6,2.2,5.3,.409,1.1,3.1,.351,1.1,2.2,.491,.512,0.6,0.9,.714,0.9,1.6,2.5,0.5,0.5,0.1,1.0,1.7,6.0,2023
37,38,Dāvis Bertāns,PF,30,DAL,18,0,10.1,1.4,3.6,.400,1.2,3.1,.375,0.3,0.5,.556,.562,0.6,0.7,.833,0.2,0.7,0.9,0.2,0.2,0.1,0.3,1.2,4.6,2023
38,39,Patrick Beverley,PG,34,LAL,29,29,27.0,2.1,5.3,.392,1.1,3.4,.327,1.0,1.9,.509,.497,0.9,1.1,.806,0.6,3.0,3.6,2.7,0.9,0.5,0.9,2.8,6.1,2023
39,40,Saddiq Bey,SF,23,DET,35,19,28.1,4.4,11.1,.401,1.7,5.3,.321,2.7,5.7,.475,.478,3.3,3.9,.841,0.9,3.2,4.2,1.5,0.9,0.2,1.1,1.6,13.9,2023
40,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
41,41,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,.594,0.1,0.1,.500,0.9,1.5,.600,.609,0.2,0.3,.800,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,2023
42,42,Goga Bitadze,C,23,IND,17,0,9.9,1.5,2.6,.568,0.2,0.7,.250,1.3,1.9,.688,.602,0.5,1.1,.500,1.0,1.2,2.2,0.9,0.4,0.5,0.6,1.8,3.6,2023
43,43,Bismack Biyombo,C,30,PHO,30,4,13.7,1.6,2.8,.578,0.0,0.0,,1.6,2.8,.578,.578,0.4,1.3,.342,1.1,2.6,3.7,0.9,0.3,1.4,1.0,2.0,3.6,2023
44,44,Buddy Boeheim,PG,23,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
45,45,Bogdan Bogdanović,SG,30,ATL,13,3,30.2,6.3,14.6,.432,3.5,8.8,.404,2.8,5.8,.474,.553,1.2,1.5,.800,0.2,3.5,3.8,2.3,0.7,0.3,1.5,1.2,17.4,2023
46,46,Bojan Bogdanović,PF,33,DET,38,38,31.2,6.8,14.2,.481,2.4,5.9,.408,4.4,8.3,.533,.566,4.8,5.3,.896,0.6,3.1,3.7,2.6,0.6,0.1,2.4,1.8,20.8,2023
47,47,Bol Bol,PF,23,ORL,37,32,26.1,4.9,8.4,.588,0.7,1.8,.388,4.2,6.6,.643,.630,1.4,1.9,.739,1.3,5.8,7.1,0.9,0.5,1.6,1.9,1.5,12.0,2023
48,48,Leandro Bolmaro,SG,22,UTA,10,0,5.8,0.3,1.6,.188,0.0,0.3,.000,0.3,1.3,.231,.188,0.0,0.0,,0.3,0.1,0.4,0.6,0.3,0.1,0.7,0.7,0.6,2023
49,49,Devin Booker,SG,26,PHO,29,29,34.6,9.8,20.4,.477,2.3,6.2,.370,7.4,14.2,.524,.534,5.3,6.2,.850,0.8,3.8,4.6,5.6,0.9,0.4,2.4,2.7,27.1,2023
50,50,Brandon Boston Jr.,SG,21,LAC,13,0,9.5,1.8,4.7,.377,0.6,1.4,.444,1.2,3.3,.349,.443,1.2,1.5,.789,0.2,0.8,1.0,0.7,0.2,0.0,0.4,0.7,5.3,2023
51,51,Chris Boucher,PF,30,TOR,31,0,22.2,3.6,7.8,.461,0.8,2.8,.279,2.8,5.0,.561,.510,2.4,3.1,.760,2.1,3.9,6.0,0.5,0.7,0.7,0.6,2.4,10.3,2023
52,52,James Bouknight,SG,22,CHO,24,0,14.3,1.7,5.0,.333,0.7,2.6,.254,1.0,2.4,.421,.400,0.6,0.9,.682,0.2,1.8,2.0,1.2,0.5,0.2,0.8,1.2,4.6,2023
53,53,Tony Bradley,C,25,CHI,9,0,2.8,0.4,0.8,.571,0.2,0.4,.500,0.2,0.3,.667,.714,0.2,0.2,1.000,0.1,1.0,1.1,0.1,0.1,0.0,0.1,0.1,1.3,2023
54,54,Malaki Branham,SF,19,SAS,22,4,18.4,2.5,6.0,.427,1.0,3.1,.309,1.6,2.9,.556,.508,0.6,0.8,.824,0.3,1.2,1.5,1.5,0.4,0.1,1.0,1.2,6.7,2023
55,55,Christian Braun,SG,21,DEN,32,1,14.5,1.4,3.1,.460,0.4,1.1,.343,1.1,2.0,.523,.520,0.3,0.7,.524,0.6,1.4,2.1,0.6,0.3,0.2,0.4,1.2,3.6,2023
56,56,Mikal Bridges,SF,26,PHO,37,37,36.2,5.8,12.6,.465,1.8,4.6,.398,4.0,7.9,.503,.538,2.2,2.5,.891,1.0,3.5,4.5,3.0,1.1,0.9,1.3,2.3,15.7,2023
57,57,Oshae Brissett,SF,24,IND,32,0,15.7,1.8,4.2,.433,0.9,2.4,.364,0.9,1.8,.526,.537,1.5,2.3,.681,0.7,2.4,3.1,0.5,0.7,0.2,0.6,1.3,6.0,2023
58,58,Malcolm Brogdon,PG,30,BOS,30,0,23.5,4.6,9.7,.478,1.7,4.0,.433,2.9,5.7,.509,.567,2.3,2.7,.863,0.8,3.3,4.1,3.8,0.5,0.3,1.8,1.4,13.3,2023
59,59,Dillon Brooks,SG,27,MEM,32,32,30.6,6.4,15.6,.412,2.3,6.4,.353,4.2,9.2,.452,.484,2.3,2.8,.791,0.7,2.8,3.4,2.8,0.8,0.1,1.8,3.4,17.3,2023
60,60,Bruce Brown,PG,26,DEN,34,18,29.4,4.3,8.8,.493,1.3,3.2,.398,3.1,5.6,.547,.565,0.9,1.2,.780,0.9,3.3,4.1,4.0,0.9,0.6,1.6,2.6,10.9,2023
61,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
62,61,Greg Brown III,PF,21,POR,10,0,6.7,0.8,1.9,.421,0.1,0.5,.200,0.7,1.4,.500,.447,0.2,0.8,.250,0.2,0.9,1.1,0.0,0.4,0.5,0.5,0.8,1.9,2023
63,62,Jaylen Brown,SF,26,BOS,34,34,35.8,10.1,20.6,.492,2.5,7.6,.331,7.6,13.0,.586,.553,4.3,5.4,.802,1.2,6.1,7.2,3.4,1.2,0.4,3.1,2.7,27.0,2023
64,63,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,.571,0.2,0.3,.500,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,2023
65,64,Moses Brown,C,23,LAC,26,1,6.5,1.3,2.2,.625,0.0,0.0,,1.3,2.2,.625,.625,0.9,1.8,.489,1.2,1.7,2.9,0.1,0.1,0.4,0.3,0.9,3.6,2023
66,65,Troy Brown Jr.,SF,23,LAL,33,17,22.3,2.5,5.6,.435,1.0,2.9,.351,1.4,2.7,.528,.527,0.6,0.6,1.000,0.8,3.1,3.8,0.7,0.7,0.1,0.8,1.4,6.5,2023
67,66,Jalen Brunson,PG,26,NYK,34,34,32.5,7.3,15.8,.460,1.5,4.2,.366,5.7,11.6,.494,.508,4.1,4.8,.870,0.4,2.8,3.2,6.6,1.1,0.1,2.0,2.4,20.2,2023
68,67,Thomas Bryant,C,25,LAL,22,10,20.1,4.4,6.5,.678,0.6,1.2,.481,3.8,5.3,.724,.724,1.9,2.7,.695,1.4,4.7,6.1,1.0,0.4,0.5,0.8,2.0,11.3,2023
69,68,Reggie Bullock,SF,31,DAL,35,24,28.3,1.8,5.1,.348,1.3,4.3,.315,0.4,0.8,.517,.480,0.4,0.6,.714,0.4,2.9,3.3,1.1,0.7,0.1,0.5,2.2,5.3,2023
70,69,Alec Burks,SG,31,DET,26,0,21.5,4.3,9.3,.465,2.1,4.6,.450,2.2,4.7,.479,.577,3.3,4.2,.782,0.3,2.7,2.9,2.0,0.8,0.2,1.2,2.3,14.0,2023
71,70,Jimmy Butler,SF,33,MIA,23,23,34.9,7.4,14.0,.528,0.7,2.0,.340,6.7,12.0,.560,.553,6.3,7.6,.829,2.0,4.7,6.7,5.8,2.1,0.3,1.7,1.5,21.8,2023
72,71,John Butler,C,20,POR,4,0,3.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,2023
73,72,Jamal Cain,SF,23,MIA,10,0,10.5,1.7,3.1,.548,0.1,0.6,.167,1.6,2.5,.640,.565,0.5,0.9,.556,0.8,1.4,2.2,0.5,0.5,0.0,0.2,1.0,4.0,2023
74,73,Kentavious Caldwell-Pope,SG,29,DEN,34,34,31.6,4.1,8.7,.478,2.1,4.5,.471,2.0,4.2,.486,.600,1.2,1.4,.816,0.5,2.6,3.1,2.2,1.2,0.4,1.2,2.1,11.6,2023
75,74,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,.231,0.4,1.4,.273,0.0,0.3,.000,.346,0.1,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,2023
76,75,Vlatko Čančar,PF,25,DEN,24,0,12.3,1.8,3.4,.531,1.0,1.9,.522,0.8,1.5,.543,.679,0.3,0.4,.889,0.3,1.3,1.7,1.1,0.3,0.2,0.7,1.3,4.9,2023
77,76,Clint Capela,C,28,ATL,27,27,27.5,5.4,8.6,.636,0.0,0.0,,5.4,8.6,.636,.636,1.1,1.9,.600,4.3,7.6,11.9,0.7,0.6,1.3,1.0,2.4,12.0,2023
78,77,Vernon Carey Jr.,C,21,WAS,4,0,1.8,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.3,0.5,0.0,2023
79,78,Jevon Carter,PG,27,MIL,35,27,25.4,2.8,6.7,.419,1.4,3.5,.397,1.5,3.3,.443,.521,0.6,0.7,.870,0.6,2.3,3.0,3.1,1.2,0.5,1.4,2.1,7.6,2023
80,79,Wendell Carter Jr.,C,23,ORL,18,15,30.8,5.7,10.9,.520,1.2,3.4,.339,4.5,7.4,.604,.574,3.5,4.5,.778,2.2,6.2,8.4,3.1,0.5,0.4,2.4,2.9,16.0,2023
81,80,Alex Caruso,PG,28,CHI,32,14,24.8,1.8,4.0,.445,0.9,2.2,.400,0.9,1.8,.500,.555,0.9,1.3,.750,0.4,2.4,2.8,3.6,1.6,0.7,1.4,2.3,5.4,2023
82,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
83,81,Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2023
84,82,Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,2023
85,83,Kennedy Chandler,PG,20,MEM,16,0,9.8,1.3,3.2,.392,0.1,0.8,.167,1.1,2.4,.462,.412,0.3,0.6,.444,0.2,1.3,1.4,2.1,0.5,0.3,0.8,0.4,2.9,2023
86,84,Max Christie,SG,19,LAL,19,0,12.6,1.0,2.8,.358,0.7,1.8,.412,0.3,1.0,.263,.491,0.3,0.3,.833,0.3,2.0,2.3,0.5,0.2,0.1,0.3,0.6,3.0,2023
87,85,Josh Christopher,SG,21,HOU,21,0,6.7,1.0,2.6,.407,0.1,0.7,.200,0.9,1.9,.487,.435,0.3,0.4,.750,0.2,0.8,1.0,0.6,0.2,0.0,0.6,0.7,2.5,2023
